,text,user_id
5951,Service is terrible. Had a table of 6. Food came out sporadically. Server would walk off after we ordered only to come back 20 minutes later to say something was 86'd. Didn't put in this we asked for and acted like it was our fault. Food wasn't even very good. Mac n cheese was boring and flavorless. Chips had no salt. Enchiladas (cinco de mayo special) were more Indian in flavor than Mexican. No bueno.,AZnc8d0U87z8klVs9r_mMw
5952,"The only reason they got stars was for service. Service was a solid 4.5 stars (good job Mark), but I'm reviewing the food. Always used to go the bridge at its old location and the atmosphere and menu were great. More personable. Elvis burger was a win.... Tried to be regulars still when they moved to Morgan Junction, but the food quality has just been plummeting. One party member had the peppercorn steak - awful. I didn't know you could screw up a sauce/steak like that. Bison burger was OK but nothing great. Bbq chicken tasted like spicy ketchup and the tacos were blah. Bring back the old Bridge.",AZnc8d0U87z8klVs9r_mMw
5953,"I expect more from a four star location. The ambiance was generic and felt like a chain restaurant not to mention the paper table covers.... The food was bland and unimaginative. Had the crab cakes which were terrible and the fettuccine, which tasted like a lean cuisine. I'd rather go to olive garden.",AZnc8d0U87z8klVs9r_mMw
6005,"Terrible experience here with the service department. I don't usually go to dealerships because they're notorious for charging an arm and a leg. I went because I received a recall notice for 1 product. First time I called, they didn't have the product and recommended a timeline to call back. I called back and scheduled an appointment. The notice said the repair would take no more than 1 hour. I parked my car in the service area and getting help took a while. I was told the waiting area was upstairs. I went all the way upstairs and was in some area with random boxes. Apparently it was only a few stairs up where they sell cars. I figured this out eventually, whatever, my fault. At this point, I've waited 1.5 hours with no update about the timeline. I ask the service desk staff and they state I had 2 recall repairs. This was never communicated to me. They state it will be 20 more minutes. 30 minutes later, my car is ready. They offer me 3 or 4 basic car washes at Brown Bear so I'm not too upset, I'm just happy to move on to my next set of errands. A couple months later, I called the service desk to ask a question, was transferred 2x and still didn't get an answer to my question. I live about 5 miles away but if I need a Hyundai dealer again, I'd rather try the Kirkland or Auburn ones. Avoid.",VpbfazUJdbTf7BtvTiq0nQ
6009,"I came here 2 years ago and didn't love it so I only came here today with a friend because it was near where we were going to have dinner. We only waited a couple minutes. However, their color selection for a regular manicure is limited. My manicurist didn't completely remove the previous color I had on, as I can see the blue-purple in the corners of the hot pink I chose. While cleaning up my nails, she ended up piercing too much skin and caused bleeding. She cleaned it up and put rubbing alcohol to manage the blood but she didn't apologize or prompt me. There was no indication that their materials were sterile, as other salons will have these materials in a sealed bag for every customer. The massage was short-lived and the manicurist took off my watch and smudged her lotion all over it. On top of that, the painting doesn't look sharp and there are some imperfections. They have a sign requesting cash only tips, which is just tacky. They will add it to your debit card if you specify your tip amount. Lastly $15 is a bit much for a simple manicure. Update: It's only been 3 days (off work) and several nails have started to chip.",VpbfazUJdbTf7BtvTiq0nQ
6014,"I was in this neighborhood and stopped by to get my oil changed and my brakes checked. They Told me I needed new rotors. I went to my dad's mechanic a couple days later and was told I didnt need them. They quoted me for about $400. What a horrible upsell, this is a dishonest business.",VpbfazUJdbTf7BtvTiq0nQ
6020,"Forgettable. The green tea ice cream didn't even taste like green tea. Service was blah. I meant to get the waffle cone item but I got the toastbox by accident. Totally my fault but that did not taste good either. It had cereal bits and some type of bread and way too much whipped cream.   The building is so tiny, it took forever to find as well.",VpbfazUJdbTf7BtvTiq0nQ
6026,"I tried the pizza with the potato, rosemary and pecorino romano. It tasted really bland and oily. Another Tom Douglas restaurant I would not recommend.",VpbfazUJdbTf7BtvTiq0nQ
6035,"First time I went, I really liked my pedicure. They're more expensive than other salons but they have drinks and the food channel on! Next time I went, I made an appointment online since I was on a time crunch and they had a discount for online appointments. I arrived and they seemed confused about the online reservation. I told them I needed my gel to be done by a certain time and they assured me it would be. Time comes for me to leave and my nails are not dry. In fact, it's chipped. On top of this, they charge me $5 more than the advertised price and when I ask about it, a staff member blows it off. At this point, I'm visibly frustrated and in a rush to leave because I'm late to a special event. The same staff member offers to give me cash back for the wrong charge but I refuse because not only am I late but I see how they try to cheat their customers and do not honor their prices until they're addressed.",VpbfazUJdbTf7BtvTiq0nQ
6040,"Overrated and trying too hard. Too cramped. The duck pho was oversalted. While busy, getting our server's attention was annoying. I'm definitely not going back and would rather go to a hole in the wall spot where the pho tastes better and is half price.",VpbfazUJdbTf7BtvTiq0nQ
6042,"I was starving at 1:30 a.m. after being at a bar nearby. Pizza was forgettable at $4 a slice but it was open, service was quick and it did the basic job of filling me up.",VpbfazUJdbTf7BtvTiq0nQ
6050,"Drinks were forgettable. Ambiance is great. View is ok. Customer service is decent. Don't bother emailing them about booking the space for an event. 2 different contacts (one a manager that was recommended by the server) didn't even respond. Go to Frolik instead. Far better food, drinks, decor and service.",VpbfazUJdbTf7BtvTiq0nQ
6072,"I had a stylist named Franeisa or something like that. 25 minutes late. When front desk went back and told her I was here, the stylist could've had her tell me she was behind. Then, she brings me back, doesn't address me by name, offers a forced sorry and proceeds to cut my hair and is silent. No customer service skills whatsoever.I asked for a simple 1 inch trim/cut with layers. Front looks ok. I look at the back and I'm horrified at how blunted the layers look. Completely unflattering when the longest layer is a complete inch longer than the shortest. She attempted to blend it in but failed at this too.I definitely do not recommend this stylist or this salon. You get what you pay for. Pay extra and have someone who knows what theyre doing touch your hair.",VpbfazUJdbTf7BtvTiq0nQ
6098,"Let me preface this by saying that i have never wrote a bad review in my whole entire life, and i have over 10 years in the food industry, so i understand things happen. I honestly would give this restaurant zero stars if yelp would let me. I can say with all honesty that this was the worst dining experience I have ever had.1. The food took an hour and a half2. The server didn't communicate once that the kitchen was backed up 3. The food was decent, but we waited an hour and a half for food that was at room temperature. 4. The manager was pretty rude, especially after we told him about how long it took to get our food. 5. We were there for 2.5 hours (the restaurant had already closed by the time we left) - the server gave us our bill and then went on break, it took over 30 minutes to get our bill back 6. The food was a bit overpriced for the small portionAll in all, I would NEVER recommend this restaurant to anyone.",DjJxgJ5KrjL7825xEKEqWQ
6120,I used to come here all the time but lately I am not impressed. I don't think I will be coming back to this location anytime soon. The baristas are kinda rude. I miss Katrina and Natalie and Jo.,HoikILIsY79TWCf62ecKQA
6127,Sloooooooow as hell. I have been waiting to pay after 25 minutes at the drive thru. Still no acknowledgement 8 minutes later. I am thinking of driving away.......well I waved an employee down.....the computers were down they couldn't take payments. They couldn't communicate that either. So I drove off. Communicate....it is not that hard. I will drive up the 167 to Kent Des Moines road exit and go to that one.,HoikILIsY79TWCf62ecKQA
6150,"Wow, the older lady...worst customer service ever. The younger lady with the green hair color total Sweetie.  She deserves better.  The MOD... terrible. I asked her a question she gave me a yes answer and I continued shopping. I was rung up and my ""sale"" prices were not honored. I asked for the one item to be honored of my $225 purchase. $25.00. that was it. To honor her mistake. Nope. So I returned the entire purchase. I felt bad for the younger gal. But honestly the Manager on duty needs to pay attention. I will never go back to the store. Ever.",HoikILIsY79TWCf62ecKQA
6157,Sorry we tried it because of Yelp reviews. Mine will not be so kind. Although the service was fast and the food was okay I don't like soggy rubbery bacon on my bacon cheeseburger. I prefer crisp bacon the Tomato was not fresh the lettuce was kind of wilty the bun was really soggy and the fries well I can get those in McDonald's for a lot cheaper. The only thing this has going for it is fry sauce. I'm from Utah fry sauce is everywhere but I can buy a jar at WinCo and I'll be set for a while. My husband liked his Burger but said there are better burgers at Bob's. So...back to Bob's.,HoikILIsY79TWCf62ecKQA
6165,We bought a leaf. We can charge for free at dealerships. DO NOT go to this dealership. There was a car charged 100% no owner in sight with a line of three others waiting to charge. One charger dosen't work at all.,HoikILIsY79TWCf62ecKQA
6177,"I was the Third Paitent of Dr. Hansen and his old partner Dr. Allderidge.  Back in 2002. I have had my lap band for 15 years. I suspect my band has slipped or is eroding into my stomach. My gastroenterologist in Washington State is doing an upper GI next week. But he wants my Lap Band Emptied before he does the procedure. I had to fly down to Utah so I started calling as soon as I booked my flight. Needless to say I was not impressed with the staff.  Now...I haven't been able to eat solids since February 19th of this year, I can't keep anything in. Everytime I do eat I am puking all my food up. I have developed in the last two years acid reflux that is painful and I can't sleep. This office dosen't care. They couldn't care less. They just take your money. When Dr. Allderidge retired I had to pay $500 to be treated and I paid $300 to get fills/ adjustments for the year. Well I paid the $300 and shortly after that had to leave the state. I do not mind the transfer fee but I would like the times and office hours posted someplace easily accessible. I am back the Fill Nurse is on Vacation but they have no one to cover her which is rediculious. So hope if you get a lap band from this office that you never have an ""Emergency"" when she is out because it will cost you another $50.00 on top of what you have already paid. Even though I called for this appointment weeks ago. It is considered an emergency because the Nurse is on Vacation. That is poor customer service. After I get this band loosened if my upper GI confirms what I suspect is going on I will get it removed. Because I am sick of throwing up and acid reflux. I no longer live in Utah but if you are considering the lap band... consider another doctor that actually will treat you like a patient not a paycheck. Bedside manner is very important. Needless to say, I don't feel that from this office. I am transferring my care to an office in Washington. It is sad after 15 years that I feel this way.  *****Update to Review****  for transfer patients who had to switch Doctors post the schedule on your web page and update it when your nurse goes on vacation. So this kind of thing dosen't happen in the future. It helps those to be able to plan accordingly.",HoikILIsY79TWCf62ecKQA
6191,"When you leave a restaurant with your receipt saying one thing and two days later your card was charged more. You know I am never going to return to the restaurant no matter how good the food was. This level of dishonesty is not worth a return trip. I hope the extra $1.12 you charged my card was worth my lost business $)@+"". I wrote my bill out for an even $40.00 and that left a more than Generous Tip in my opinion. Wow...just Wow.",HoikILIsY79TWCf62ecKQA
6195,"After two more visits to this establishment it was met with more dissapontment. I was reached out to on Facebook told they did have Smashy peas. So I returned and tried again. I was again told no Smashy peas. So I got mashed potatoes and gravy. The gravy was really good.  Two weeks later I figured I would again go back. I got salmon and cod with french fries. I ordered a side of Gravy for my fries to go. I paid $.50 extra to enjoy the gravy. I get back to work only to be dissapontment again. I paid extra and was screwed out of my Gravy. I called and let them know about my dissapontment. I wanted them to credit my card back for the mistake. After this I won't be going back. I won't return to be dissapointed again. I was fair and gave this place three tries.  But I will no longer go to this business. Yes, they lost my business over $.50 and staffs lack of knowledge on the menu.",HoikILIsY79TWCf62ecKQA
6197,"Updated Review. Chicken is good, mashed potatoes are good, got Macn'cheese again. However they failed to give me my honey butter biscuits that I ordered. Everybody raves about these but I guess I will have to wait for next time. Because sadly they forgot to include them with my order. A little pissed about that.  So my review will be downgraded because of this miss.",HoikILIsY79TWCf62ecKQA
6229,I ordered the Desserts Platter for Christmas Eve pick up. 30 prices nearly spent $70.00. when I placed the order I specifically asked for cannoli to be at least 10 of those items. I got to the location to pick up the order I made four days in advance. They handed me the bag with the two trays and I paid and went on my way.  Christmas Day I take the trays out of the bags and not even One Cannoli on the tray. I was not happy.  I will never order from this Kneaders ever again.,HoikILIsY79TWCf62ecKQA
6233,If this location is still open in three months I will be shocked.  We ordered our food at the drive through at 4:17 p.m.. we waited for 18 minutes for the car in front of us. Then when we got to the window and paid it was only 4 minutes after we paid we were told they were out of soup and had to make more.  So instead of blocking up the line I suggested that I drive to the front door so they could help the three other cars behind me.  While waiting for soup the three other cars got service. Glad I suggested that to avoid more pissed off customers. Then they brought our food to our car with a halfassed sorry and ran off. No offers of a drink or dessert.  Needless to say we are never going back to this location ever again. Terrible service and cold food to boot.,HoikILIsY79TWCf62ecKQA
6235,"Clint we got here at 5 minutes to 7:00 as we were turning into the parking lot the open sign was on, when we pulled up to the menu, love the new look by the way, the girls inside did not acknowledge us. We still had 5 minutes to get coffee it was not yet 7:00.  We went up to your 3300 south 800 east location where Morgan was super nice and helpful. But I am a little pissed at the state street location.",HoikILIsY79TWCf62ecKQA
6242,Slowest drive through service ever. Food was not good.  We literally Sat in the drive through for 19 minutes. We seriously thought we were forgotten. No one came and told us what was taking so long or why.  We won't be back.,HoikILIsY79TWCf62ecKQA
6245,Worst customer service ever. No one would help or offer to help me. They did not offer to call another store. Aiden is the only one with any customer service skills,HoikILIsY79TWCf62ecKQA
6252,The location is great I love the theaters are always clean however what I do not love is that they do not let you bring outside coffee or beverages and then they force you to buy their crappy beverages and the baristas or rather the concession stand people don't know how to make a decent cup of coffee. It's kind of a pain in the ass and if I could I'd stop going there but is the closest one to my house,HoikILIsY79TWCf62ecKQA
6253,We ordered our pizza online we ask for a pizza to be cut into squares for the one for the kids and in triangles or regular cut for the adults. Sadly our pizzas arrived anyone was cut in half not regular and the one for the kids was cut so poorly that you still had to rip it apart. Had just one slice of the spinach Alfredo chicken cordon bleu pizza that we ordered we all said it tasted funky and now I myself and sicker than a dog and the other people are having intestinal pain. I emailed the corporate office have yet to receive a response I doubt I will but the pizza we ordered today was not good and I don't think I'll be ordering from Papa Johns again. I would rather go to Pizza Hut or dominos and know that my pizza not going to have a sour funky spinach Alfredo that tastes like it's been out of the fridge for more than a week. We normally love Papa John's Pizza we love the thin crust however after this experience I don't know what else I can say except gross I'm sick of puking and I would like my pizza bill refunded I doubt that will happen which is why I won't come back. (This review is written while I sit in pain.),HoikILIsY79TWCf62ecKQA
6259,Slowest service ever tonight. And then our cup was not even filled to the top. Not happy with the service. I did not get half the toppings I ordered. I think from now on I will go to chain store Culvers. Disappointing and all around bad experience.,HoikILIsY79TWCf62ecKQA
6260,I don't expect a lot from a fast food joint but I do expect to get what I paid for. I ordered a Whopper Jr with no ketchup no mayo all of vegetables cheese and mayo did I get what I ordered hell no. I got a Whopper Jr with onions and pickles and nothing else . I will never come back to this establishment I am very disappointed since it's the first thing I've been able to eat all day cuz I've been working all day and you would expect to get what you pay for but at this location check your order before you leave because apparently they're all morons that can't even read or look at the right order. I give them no stars if I could,HoikILIsY79TWCf62ecKQA
6263,This place used to feel high class. It now feels like a Denny's. The bathrooms are in terrible shape. The floors are dirty and dingy. The windows had dead flies in them. I used to eat here two to three times a month. Now after my last visit I know why I stopped. Service was slow. But she was nice. Food quality was not the same. Mimi's that was my last visit. I am never coming back. It started going downhill years ago when refill on a glass of milk was free now they charge for it. I can buy a gallon for what they charge for one glass.,HoikILIsY79TWCf62ecKQA
6264,Went through the drive through. Really long wait. By the time I got my mini concrete it was liquid/melted. It tasted a bit like onion. I was not really impressed. The menu did not have a lot of selections. I think I will stick with Culvers across the street. More selection and flavored mixed ice cream/ concrete in a pint to go.,HoikILIsY79TWCf62ecKQA
6268,I hate this location. Real estate agent in my brokers does not do direct deposit. So I always take my very large commission checks to this location every single time I do they tell me they have to put it on a hold period when none of my commission checks have ever found ever in the past and I even asked him to notice on the account every single time this happens. I am seriously ready to go to another bank because this one location makes my banking experience terrible,HoikILIsY79TWCf62ecKQA
6271,I decided to give this place another try. I ordered the onion rings and the turkey avocado bacon sub. Needless to say I am sick again 3 hours after I ate my sandwich. The lettuce was a little slimy again I am now going to call the health department,HoikILIsY79TWCf62ecKQA
6272,Food was wilted and going bad. I wanted steamed veggies but not the ones they had displayed. I was willing to wait for fresh veggies.  So I got fresh veggies but old mushroom chicken.  Go to Sugarhouse or Redwood road. Avoid this location at all costs.,HoikILIsY79TWCf62ecKQA
6275,I am sitting in the drive thru right now. I have now been here seven minutes and I have not moved since placing my order so I am stuck. Its only breakfast time how hard is it to heat up some oatmeal people. It's a good thing I like the food because this is terrible,HoikILIsY79TWCf62ecKQA
6277,Shorter menu. I feel like I am reading the bible. Too many choices. Do one thing right. I like the avocado spring rolls and the shrimp scampi. The chicken Madeira is good but honestly the portions ate huge and I can never finish even half my meal. I am always too full to order cheesecake. Isn't that why people go there?,HoikILIsY79TWCf62ecKQA
6279,It was my first time and my last time. Service was Good. But I can enjoy a steak at longhorn for the same price with fresh steak sauce.,HoikILIsY79TWCf62ecKQA
6286,I don't get what people think is so great about this place. It's mediocre at best. Its just like any other breakfast cafe in Utah you can get the same stuff it and is cafe at the Olympus cafe there's nothing different or unique about Sharon's cafe unless you consider griny dingy miss mosh pit tables and chairs. I got the eggs benedict with the shredded potatoes I asked him to be cooked crunchy they did an excellent job with that however the hollandaise sauce tasted like it was from McCormick's hollandaise sauce packets that you can make it home it didn't taste homemade. My husband and I tried something diffrent. We usually go to the lazy day cafe in Mill Creek I know why we continue to go to the lazy day cafe because they have something unique and different every weekend for their specials and their breakfast menu is one to die for they have different flares for everything and everything is definitely homemade. If I wanted Country Crock I'd go to the store and buy it myself but I prefer to have real butter and good food that I don't have to cook myself honestly I could do better than Sharon's cafe,HoikILIsY79TWCf62ecKQA
6293,"The service at this particular Beans and Brew in the afternoon around 1:30 - 3:00 is TERRIBLE. Last week on Thursday I went and got a 24 ounce Carmel Cielo to get me through my evening shift at work. Well they took FOREVER to make the Drink. Then they handed it to me. I put it in my cup holder. I went to take out the stopper in the lid and the lid came off and the drink splashed all over my car and half of it was in my drink holder in the console and on the floor and seat and my leg.  I would rather DRIVE to the Sapp Brothers Beans and Brews park my car and walk inside. The girl who is there is Quick, kind and so much nicer.  I do not think I will be back to this location EVER.",HoikILIsY79TWCf62ecKQA
6297,I never noticed this place before so I decided to drop in and get a to go order. It was ready in less than 5 minutes.  While I waited I checked out the Decor. Standard but OLD and Dated. But with most Mexican Restaurants in the Salt Lake Area that is standard fare.  I always get a Chili Rellenos to compare my food at every establishment.  IT was good nothing to write home about. The stem was still on it. Which WHY do they do that. No one eats it. So it is a waste of plate space.  The beans were made with lard and had flavor and I appreciate that.  I did not have the rice because I never eat rice.  I will probably go back. But only if I am not in the mood to drive to my favorite place.,HoikILIsY79TWCf62ecKQA
6304,"It says it is under renovation, however I have not seen any changes from the last time I was here two years ago. (I know, i should have learned my lesson)The rooms are outdated, old and run down. Our wallpaper was peeling and the window was so smeary and dirty that we kept the holey blackout curtains closed. The desk chair was completely broken and if you sat in it it would shoot all the way back, as if you were laying down. (To be fair, when I reported the broken chair they did discount the bill). The restaurant and lounge has closed. All of the carpets are torn and tattered. And the pool, wow! It's in the old Holiday Inn style building that has a lanai covered in AstroTurf. Except it was last maintained when Chevy Chase stayed there in National Lampoons Vacation. It is trashed. Parts of the ceiling are hanging down. The water was ice cold. No hot tub. Plus the fitness center is in an abandoned guest room. The breakfast was the usual free buffet, not bad, not good. If you're looking for a good cheap night in Ellensburg this is not it. It's so bad it's almost funny. Almost.",MRV6ZkVAGJvhwF7c9vTTKg
6307,"First of all, the doctor was very nice, kind and compassionate. They all truly seem to care about animals, and were gentle with my cat. One star. The price is reasonable. One star. The reason for only two stars (and I'm being generous) is because my cat was sicker than what they could handle there and he was given antibiotics without any real diagnosis. His blood work was ok, just low white blood count ""maybe"" an infection. Let's start with antibiotics and an appetite stimulant. Here's the number for the Vet Hospital (Blue Pearl on Aurora 5) if he gets worse. I was told that I could take him there right away if I wanted to, but who doesn't hold onto hope of a simple antibiotic could resolve the issue? 36 hours later we had to Euthanize our pet at the animal hospital. He had almost every symptom of a brain tumor. The hospital folks seemwhen I told them what was prescribed there. I'm not a vet. You are. I wish that if you don't know you don't grasp at straws and just immediately admit that there are better places to help my poor cat. I trusted your advice. We suffered through 36 hours of hell. Rest In Peace Charlie.  Don't go here if your pet is sick. I'm sure it's fine for routine maintenance or spay/neuter. Guess what lady. If you had told me to get to the hospital immediately I would have! I love my cats. They are family. You gave crappy advice in an effort as it seems to Sell expensive antibiotics. Your advice was bad. DON'T GO HERE! Do spend the extra money and take your pet to Blue Pearl. They actually care and know how to help your pet. It was a waste of time and money to go here.",MRV6ZkVAGJvhwF7c9vTTKg
6312,"I want to love you Broiler. You are my neighborhood jam. But today, I'm quitting you for good. The weekday bartender lady with the long ponytail is so un-welcoming. We have been coming here for five years. We walk in and every time it's the Seattle freeze (which I don't even believe in!). We order drinks and food and we are both industry and know how to treat a person right,  but can't break through. My soup comes with crunchy navy beans. We make total eye contact 6-8 times. Flagged her down. Still no service. Ten whole minutes in a bar with six other folks she comes back. I say it's crunchy and she merely takes it away. No apology. No asking if I'd like something else. Nothing. The food has always been pretty mediocre, but the service put them into one star. Or less. Don't waste your time or money. Find a real dive that wants your business, instead.",MRV6ZkVAGJvhwF7c9vTTKg
6313,"I used to love going to Pagliacci pizza when it was a slice place on the Avenue. The flavor is always good, however I just ordered a medium pizza. I paid 28 for a pizza with 15 shreds of basil and a few plops of ricotta. It is far too expensive for what you get. You get one taste of each topping per slice at best. Unfortunately I think this is my last time.",MRV6ZkVAGJvhwF7c9vTTKg
6315,"Don't go here if you like good food or drinks. If you only want pricey beer and some sunshine on a great patio, go for it!!! We started with two cocktails. I had the daiquiri($12) and he had the one with sparkling wine ($9?). Mine was in an 8 ounce glass full of ice and his was in a 6 ounce teensy weency champagne bowl. Daiquiri was the flavor of cheap Liquor with Mr. And Mrs. T's margarita mix. Sickening. His was just gross. Next up-appetizer- guacamole with chips. So salty I really couldn't eat it and I was starving! Both the floury thick chips and the guacamole were so salty that's all you could taste. Needless to say, there was no other courses. We left. Don't do it.",MRV6ZkVAGJvhwF7c9vTTKg
6317,"BEWARE! Do not use this company. My flowers were not delivered due to a missing apartment number (in a four unit building, um okay?). The problem was corrected and the flowers were still not delivered. I spoke to them twice and finally asked for a refund. When the guy in charge of that called me (see, they do have my phone number, funny that they didn't call ME when my flowers couldn't be delivered...) he agreed to refund minus their $14.99 fee. Because it was my fault that I didn't provide the apartment number. I was fine with the redelivery the next day. But my mom never got the flowers. So I paid $14.99 for a big hassle and no flowers. No stars.Edit: Monday morning a very nice person called and refunded my $14.99. It is nice, but too late to change my opinion of this company. Still- no stars. I'm pretty sure if I'd used my smartphone and googled a local florist in her town it would have been much better. Shop locally. I will.2nd edit: Flowers were delivered after all with the correct apartment number on the box. Why were they not delivered to the right place originally?",MRV6ZkVAGJvhwF7c9vTTKg
6320,"One star because you can't put ZERO. This is for sure the worst dirty HORRIBLE crazy ""doctor's""  office I have ever been to- including the public emergency in the San Francisco ghetto. Disgusting. The ""Dr."" is insane. I kept repeating myself which eventually seemed futile. English barrier, or? He was yelling at his medical assistants in the hallway when he wasn't talking on his cell. There is dirt, blood etc. on the floor (see the photos!). The sink was full of bloody instruments from the last procedure. The chair was cracked and the foam lining has a red/brown splotch. The med tech was running around and rolling her eyes. The Dr. was answering his personal cell phone and yakking for 15 minutes while I was in agony waiting for him to bandage my poorly executed stitches. Please, just glue your wound shut and save yourself the humiliation of this place. I filleted my index fingertip with a razorblade, 1/4 inch deep and 1"" long. I had to get mad and yell to get a pain killer. Nooo- you no not need that, I was told. You want drug- what you want? You no need! The man in the waiting room with the similar finger injury was happily taking his pain meds, I asked him! Do not go here unless you like being treated poorly.Edit: Rust does not drip into cracked foam linings. Get real. This place is filthy. For those defending it- I guess gross is ok with you. Not for me.",MRV6ZkVAGJvhwF7c9vTTKg
6347,"The staff member there was friendly, but my experience was pretty bad.The one poor server had to deal with both the retail part of the store and the bar, so he kept popping from one side of the shop to the other.  I was the only person in the bar side asking for beer, and it took over ten minutes for me to get it.  Again, I was the only person at the counter requesting a beer.The ciders I had here were quite good, but only one of the beers tasted good at all.  I am a huge fan of IPAs, NEIPAs, and DIPAs, but one I had here tasted like literal soap (apparently some people think all IPAs taste soapy, but that is absolutely NOT the case for me and surprised me when I learned it).  The stout I had tasted very watery.  My last drink was a cider; the server poured me a completely different one than the one I requested.  I was fine with either so went with it, but it was still a surprising mistake.Food options were limited because of equipment problems and limited supply.  The $8 pizza was tiny for that size (authentic Neapolitan pizzerias on Greenwood have larger pizzas for cheaper), and while the BBQ and garlic ranch dipping sauces for the fries were quite good, the $6 price point was too high for a medium quantity of fries.I like the idea of this place and would be willing to come back if the management sorts out the apparent staffing shortages.",xZmhLUQOVw9KJX5w6A9BvQ
6356,"Ordered the pan-fried chicken and lo mein.  I was wondering about the spicy chicken, so the server generously gave me some for free.  The cost was about $7 for the food, and the serving was very generous.The chicken tasted decent and had a bit of a peanut flavor.  The spicy chicken was more flavorful in my opinion.  The lo mein had no taste, which it seems other reviewers have noted.The food was two stars, but the price, portion size, and friendly staff added another.",xZmhLUQOVw9KJX5w6A9BvQ
6361,"Because you have to order your food at the counter, I entered and stood for over a minutes with no one acknowledging my presence (not even a head nod or hello).  A server passed me several times and said nothing.I ordered three things -- a chicken quesadilla with NO SOUR CREAM, a double house margarita (priced at a very nice $7.50), and a glass of water.Chicken quesadilla -- came out relatively quickly with SOUR CREAM DRIZZLED ALL OVER IT.  I managed to scrape most of it off with a knife because I did not want to risk the ire of the staff by returning it.  The cost of the quesadilla (one tortilla folded on itself with filling) was an absurd $8.  That was the happy hour price!Double margarita -- never came to me or out onto the bar serving area.  I had to go over to ask for it after five minutes of nothing.  The server gave me one she was about to give someone else (which was fine, but it told me that mine was not even in the lineup).Glass of water -- the server gave me a weird look (like ""Okay....."").  It turns out the water is available at the salsa bar.  I found that out on my own since the server gave me the aforementioned look instead of just telling me.The one nice thing was that I asked whether chips were included with the quesadilla (they were not).  The server gave me a basket of free chips, which were good for free but definitely not worth the $3-4 they normally cost.  Food was fine, but not for the price.  Service was awful.  I may come back here for a margarita, but nothing else for the foreseeable future.",xZmhLUQOVw9KJX5w6A9BvQ
6414,"I love Chinese BBQ, and its sad that there are not more great Chinese BBQ places in Seattle, I always trying out new ones, but this one is not one of the good ones.I came here for a quick lunch and orders what I always do when I try out a new Chinese BBQ place, a combo a roast pork and BBQ pork, with a upgrade to fried rice. I know things were going to go badly when I saw the fried rice was taken out from a bowl on the counter, but at least the meat was freshly cut. They also offered to reheat it is up with a microwave for me which is kind of insane that they don't have it hot.As for the food, it was meat were eatable, but bland. The roast pork wasn't as juicy as in the good places, you can see the harden fat on it. The BBQ pork was better but still there are alot of places that does it better.The service is okay, and the prices is low, but you get what you pay for.",a2osd_dBVDYaO-kL_Whjng
6515,"Had a quick layover, and this place looked the nicest so tried it out. Overall the exerience was okay. was seated pretty quickly, but it took a bit for me to get my bill which isn't great for being in an airport.Saw wild boar belly and seared scallop on the menu to tried it out. The boar belly was really salty and the seared scallop was just okay.Prices were normal for airport.",a2osd_dBVDYaO-kL_Whjng
6556,"Wanted to get tacos at Tacos Chukis with K, but the line was so long we opted for something else. We ended up at Americana. The place wasn't empty, but it wasn't bustling either, so we gave it a shot. The menu seemed promising. K got the tuna tartare tacos and I decided chopped salad. The tacos came in three and were tiny. And K said they were ok. The chopped salad was more like cubed salad. And it was just vegetables cubed and tossed with dressing, no lettuce/spring mix/arugula/etc. Really mediocre food. We decided, ok let's try one more thing. So we tried the duck confit nachos. Bad idea. It's just a weird queso dip, topped with a few pieces of duck confit (if you can even call it that) in a ramekin with stale chips around it. Overall, pretty disappointed by the food. We would have been better off waiting in line at tacos chukis and eating it on the sidewalk. The brunch, however, seems to be a hit...but, my gut is telling me that I'll have to think twice before returning.",h59iX3YOfP1laPF000BV0Q
6592,"Meh. I've had better ice cream.  The way the line works...it was chaotic.  It's not the end of the world who is scooping my ice cream and who is ringing me up.  I ordered a scoop of the Drumstick Ice Cream and it was icy.  And crunchy.  When I want ice cream, I want it creamy, smooth, and rich.  Not worth it...I'd rather go Haagen Dazs and get the caramel cone.  The Packing House itself is really cool, though.  Loved how it was basically a hip food court.  However, not worth the wait in line.",h59iX3YOfP1laPF000BV0Q
